Data;Compradora;Valor;Quantidade;Vendedora;Agressor;Total (USD);Agente Agressor;Núm;Var
13:34:25.115;Agora;2.529,20;2;Agora;Vendedor;;;;
13:34:25.115;Santander;2.529,30;1;Ideal;Vendedor;;;;
13:34:25.115;Agora;2.529,30;2;Ideal;Vendedor;;;;
13:32:19.484;Agora;2.532,60;1;Santander;Comprador;;;;
13:32:19.153;Agora;2.532,60;1;Santander;Comprador;;;;
13:32:19.153;Agora;2.532,60;1;Santander;Comprador;;;;
13:31:40.100;UBS;2.532,50;1;Agora;Vendedor;;;;
13:31:40.100;UBS;2.532,50;4;Agora;Vendedor;;;;
13:31:40.100;UBS;2.532,50;1;Ideal;Vendedor;;;;
13:31:40.100;UBS;2.532,50;4;Ideal;Vendedor;;;;
13:31:40.086;Santander;2.533,10;1;ABN;Vendedor;;;;
13:31:40.060;Santander;2.533,10;1;Agora;Vendedor;;;;
13:31:40.042;Santander;2.533,10;1;Ideal;Vendedor;;;;
13:31:39.966;BTG;2.532,90;1;Ideal;Vendedor;;;;
13:31:39.964;BTG;2.533,00;2;Ideal;Vendedor;;;;
13:31:39.944;BTG;2.532,60;2;Ideal;Vendedor;;;;
13:31:39.944;BTG;2.532,70;1;Ideal;Vendedor;;;;
13:31:39.943;BTG;2.532,80;2;Ideal;Vendedor;;;;
13:31:39.943;BTG;2.532,80;2;Ideal;Vendedor;;;;
13:31:39.942;BTG;2.532,90;1;Ideal;Vendedor;;;;
13:31:39.910;Ideal;2.533,00;2;Agora;Comprador;;;;
13:31:39.907;ABN;2.533,30;2;Agora;Comprador;;;;
13:31:39.907;ABN;2.533,10;2;Agora;Comprador;;;;
13:31:39.906;ABN;2.533,00;2;Agora;Comprador;;;;
13:31:39.903;ABN;2.532,70;1;BGC Liquidez;Comprador;;;;
13:31:39.903;ABN;2.532,70;2;Agora;Comprador;;;;
13:31:39.903;Ideal;2.532,60;2;Agora;Comprador;;;;
13:31:39.902;ABN;2.532,50;2;Agora;Comprador;;;;
13:31:39.902;ABN;2.532,50;2;BTG;Comprador;;;;
13:31:39.902;ABN;2.532,50;1;BTG;Comprador;;;;
13:31:39.897;Agora;2.532,30;1;BTG;Comprador;;;;
13:31:39.891;Genial;2.531,70;1;Agora;Comprador;;;;
13:31:39.891;Agora;2.531,70;1;Agora;Comprador;;;;
13:31:11.568;Ideal;2.529,00;2;Agora;Comprador;;;;
13:29:41.082;Agora;2.527,80;2;ABN;Vendedor;;;;
13:29:41.081;Agora;2.527,80;9;UBS;Vendedor;;;;
13:29:41.081;Agora;2.527,80;2;UBS;Vendedor;;;;
13:29:41.081;Agora;2.528,10;2;ABN;Vendedor;;;;
13:29:41.081;Agora;2.528,20;2;ABN;Vendedor;;;;
13:29:41.080;Agora;2.528,30;2;Ideal;Vendedor;;;;
13:28:52.996;Agora;2.527,80;2;ABN;Vendedor;;;;
13:28:52.996;Agora;2.527,90;2;Agora;Vendedor;;;;
13:27:56.770;Agora;2.525,70;1;ABN;Vendedor;;;;
13:27:56.770;Agora;2.525,70;1;Ideal;Vendedor;;;;
13:27:56.769;Agora;2.526,00;1;Ideal;Vendedor;;;;
13:27:56.769;BTG;2.526,00;1;Ideal;Vendedor;;;;
13:27:53.448;ABN;2.526,30;1;Santander;Comprador;;;;
13:27:38.328;Agora;2.526,30;2;Santander;Comprador;;;;
13:27:17.195;UBS;2.523,90;1;BTG;Vendedor;;;;
13:27:13.376;Agora;2.524,60;2;Ideal;Vendedor;;;;
13:26:42.453;BTG;2.527,60;2;UBS;Comprador;;;;
13:26:36.748;Agora;2.526,10;2;Ideal;Vendedor;;;;
13:26:36.747;UBS;2.526,50;2;Ideal;Vendedor;;;;
13:26:36.738;UBS;2.526,50;1;Ideal;Vendedor;;;;
13:26:36.735;Agora;2.527,00;2;Ideal;Vendedor;;;;
13:26:36.732;Agora;2.527,80;2;Ideal;Vendedor;;;;
13:26:36.731;BTG;2.527,80;2;Ideal;Vendedor;;;;
13:26:36.221;Ideal;2.528,70;1;UBS;Comprador;;;;
13:25:50.899;ABN;2.529,20;1;BTG;Vendedor;;;;
13:25:48.059;Agora;2.528,70;1;BTG;Vendedor;;;;
13:25:48.059;BTG;2.528,70;1;Genial;Vendedor;;;;
13:25:48.059;BTG;2.528,70;1;Genial;Vendedor;;;;
13:25:48.059;BTG;2.528,70;1;BTG;Vendedor;;;;
13:24:52.051;Agora;2.535,30;2;ABN;Vendedor;;;;
13:24:52.051;Agora;2.535,40;2;ABN;Vendedor;;;;
13:24:52.051;BTG;2.535,50;2;Agora;Vendedor;;;;
13:24:52.051;Agora;2.535,50;2;Agora;Vendedor;;;;
13:24:52.051;Agora;2.535,60;2;Agora;Vendedor;;;;
13:24:12.509;Terra;2.535,80;1;UBS;Comprador;;;;
13:24:04.955;Inter;2.538,50;1;Ideal;Vendedor;;;;
13:24:04.945;Ideal;2.539,20;1;Agora;Comprador;;;;
13:24:04.945;Ideal;2.539,10;2;Agora;Comprador;;;;
13:24:04.945;Ideal;2.539,10;2;BTG;Comprador;;;;
13:24:04.941;Ideal;2.538,70;1;Terra;Comprador;;;;
13:24:04.941;Ideal;2.538,60;2;Agora;Comprador;;;;
13:24:04.941;Ideal;2.538,60;1;BTG;Comprador;;;;
13:24:04.941;Ideal;2.538,40;1;Agora;Comprador;;;;
13:24:04.941;Ideal;2.538,40;1;Agora;Comprador;;;;
13:24:04.927;UBS;2.537,30;1;BGC Liquidez;Comprador;;;;
13:24:04.927;UBS;2.537,30;2;Agora;Comprador;;;;
13:24:04.921;Ideal;2.537,00;1;BTG;Comprador;;;;
13:24:04.921;Ideal;2.537,00;2;Agora;Comprador;;;;
13:24:02.217;Ideal;2.535,90;2;Agora;Comprador;;;;
13:24:02.217;ABN;2.535,80;1;Agora;Comprador;;;;
13:24:02.217;Ideal;2.535,80;1;Agora;Vendedor;;;;
13:24:02.217;Agora;2.536,00;1;Agora;Comprador;;;;
13:24:02.217;Agora;2.535,90;1;Agora;Comprador;;;;
13:24:02.217;Agora;2.535,90;1;Agora;Comprador;;;;
13:24:02.216;Ideal;2.535,80;1;BGC Liquidez;Comprador;;;;
13:24:02.216;Agora;2.535,80;1;Agora;Comprador;;;;
13:24:02.216;Agora;2.535,80;1;Agora;Comprador;;;;
13:24:02.216;Ideal;2.535,60;1;Agora;Comprador;;;;
13:24:02.216;Ideal;2.535,60;1;BTG;Comprador;;;;
13:23:07.176;Agora;2.533,70;1;Inter;Comprador;;;;
13:22:13.496;ABN;2.533,00;2;BTG;Vendedor;;;;
13:21:45.611;Inter;2.530,10;1;UBS;Comprador;;;;
13:21:36.622;UBS;2.530,50;1;BGC Liquidez;Comprador;;;;
13:21:36.622;UBS;2.530,50;2;Agora;Comprador;;;;
13:21:18.957;Inter;2.527,70;1;Agora;Comprador;;;;
13:20:55.455;Agora;2.526,20;2;Ideal;Vendedor;;;;
13:20:55.455;Agora;2.526,30;2;Ideal;Vendedor;;;;
13:20:55.455;Agora;2.526,40;2;Agora;Vendedor;;;;
13:20:55.454;Agora;2.526,60;1;Ideal;Vendedor;;;;
13:20:55.454;Agora;2.526,60;1;Ideal;Vendedor;;;;
13:20:55.454;BTG;2.526,60;1;Ideal;Vendedor;;;;
13:20:49.905;Terra;2.529,90;10;UBS;Comprador;;;;
13:19:48.167;Inter;2.532,30;1;Agora;Comprador;;;;
13:19:17.311;Ideal;2.535,80;2;Terra;Comprador;;;;
13:19:17.311;UBS;2.535,80;8;Terra;Comprador;;;;
13:19:10.825;Ideal;2.534,80;2;Agora;Comprador;;;;
13:19:10.825;Ideal;2.534,80;1;BTG;Comprador;;;;
13:19:10.824;Ideal;2.534,50;2;Agora;Comprador;;;;
13:19:10.824;Ideal;2.534,50;2;BTG;Comprador;;;;
13:19:10.822;Ideal;2.534,00;1;BGC Liquidez;Comprador;;;;
13:19:10.822;Ideal;2.534,00;2;Agora;Comprador;;;;
13:19:10.818;Ideal;2.533,00;1;BTG;Comprador;;;;
13:19:10.818;Ideal;2.533,00;2;Agora;Comprador;;;;
13:18:58.133;Ideal;2.532,90;2;Agora;Comprador;;;;
13:18:58.133;ABN;2.532,50;1;BGC Liquidez;Comprador;;;;
13:18:58.133;ABN;2.532,50;2;Agora;Comprador;;;;
13:18:58.132;Agora;2.532,40;1;BTG;Comprador;;;;
13:18:58.132;Agora;2.532,40;2;Agora;Comprador;;;;
13:18:58.132;Ideal;2.532,20;2;BTG;Comprador;;;;
13:18:58.132;Ideal;2.532,20;2;Agora;Comprador;;;;
13:18:58.131;Ideal;2.532,00;2;Agora;Comprador;;;;
13:18:58.131;Ideal;2.532,00;2;BTG;Comprador;;;;
13:18:58.130;Ideal;2.531,60;2;Agora;Comprador;;;;
13:18:58.130;Ideal;2.531,50;2;Agora;Comprador;;;;
13:18:58.130;Ideal;2.531,50;1;BTG;Comprador;;;;
13:18:28.878;Ideal;2.528,30;2;Agora;Comprador;;;;
13:18:28.878;Ideal;2.528,20;2;Agora;Comprador;;;;
13:18:28.214;Ideal;2.528,10;1;BTG;Comprador;;;;
13:18:28.214;Ideal;2.528,10;2;Agora;Comprador;;;;
13:18:28.214;Ideal;2.527,90;2;Agora;Comprador;;;;
13:18:28.214;Ideal;2.527,90;1;BTG;Comprador;;;;
13:18:28.213;Ideal;2.527,70;2;Agora;Comprador;;;;
13:18:28.213;Ideal;2.527,60;2;Agora;Comprador;;;;
13:18:22.356;Agora;2.527,70;2;Ideal;Vendedor;;;;
13:18:22.355;Agora;2.527,70;2;Ideal;Vendedor;;;;
13:18:06.348;UBS;2.526,80;1;Agora;Vendedor;;;;
13:18:06.348;UBS;2.526,80;2;Agora;Vendedor;;;;
13:18:06.347;UBS;2.526,80;2;Agora;Vendedor;;;;
13:18:06.224;Ideal;2.526,90;1;Agora;Comprador;;;;
13:18:06.223;Ideal;2.526,90;2;UBS;Comprador;;;;
13:18:06.223;Ideal;2.526,90;2;BTG;Comprador;;;;
13:18:06.223;Ideal;2.526,90;2;Agora;Comprador;;;;
13:18:06.222;Ideal;2.526,20;1;BGC Liquidez;Comprador;;;;
13:18:06.219;Ideal;2.526,20;1;Agora;Comprador;;;;
13:18:06.218;Ideal;2.526,20;1;Agora;Comprador;;;;
13:18:06.217;Ideal;2.526,00;1;BTG;Comprador;;;;
13:18:06.217;Ideal;2.526,00;2;Agora;Comprador;;;;
13:18:03.165;Genial;2.523,40;1;Agora;Comprador;;;;
13:18:03.165;Ideal;2.523,30;2;Agora;Comprador;;;;
13:18:03.165;Ideal;2.523,30;1;Inter;Comprador;;;;
13:17:30.210;Ideal;2.519,90;2;Agora;Comprador;;;;
13:17:30.209;Ideal;2.519,80;1;Agora;Comprador;;;;
13:17:30.209;Agora;2.519,80;1;Agora;Comprador;;;;
13:17:30.209;Agora;2.519,80;5;UBS;Comprador;;;;
13:17:30.209;Agora;2.519,80;2;UBS;Comprador;;;;
13:17:30.209;Agora;2.519,80;1;UBS;Comprador;;;;
13:17:30.209;Agora;2.519,80;1;UBS;Comprador;;;;
13:17:30.209;Agora;2.519,80;1;UBS;Comprador;;;;
13:17:17.568;Agora;2.520,10;2;Ideal;Vendedor;;;;
13:17:17.568;UBS;2.520,10;1;Ideal;Vendedor;;;;
13:16:05.928;Ideal;2.520,00;2;Agora;Comprador;;;;
13:16:05.928;Ideal;2.520,00;2;BTG;Comprador;;;;
13:16:01.138;ABN;2.518,40;1;Inter;Vendedor;;;;
13:15:33.943;UBS;2.517,70;2;Agora;Comprador;;;;
13:15:33.943;UBS;2.517,70;1;Inter;Comprador;;;;
13:15:22.235;Agora;2.515,40;2;Agora;Comprador;;;;
13:15:08.789;Agora;2.514,30;2;Ideal;Vendedor;;;;
13:15:08.789;UBS;2.514,40;10;Ideal;Vendedor;;;;
13:15:08.789;Agora;2.514,40;2;Ideal;Vendedor;;;;
13:11:38.070;XP;2.515,20;1;Agora;Comprador;;;;
13:10:07.278;Ideal;2.513,10;2;BTG;Comprador;;;;
13:10:07.278;Ideal;2.513,10;2;Agora;Comprador;;;;
13:01:36.068;Agora;2.512,60;2;Ideal;Vendedor;;;;
13:01:36.067;BTG;2.512,70;2;Ideal;Vendedor;;;;
13:01:36.067;Agora;2.512,70;2;Ideal;Vendedor;;;;
12:55:50.812;Inter;2.514,70;1;UBS;Comprador;;;;
12:55:48.735;Agora;2.513,80;2;ABN;Vendedor;;;;
12:55:48.734;Agora;2.513,70;2;ABN;Vendedor;;;;
12:55:48.734;Agora;2.513,80;2;ABN;Vendedor;;;;
12:55:48.734;Agora;2.514,10;2;ABN;Vendedor;;;;
12:55:48.734;Agora;2.514,20;2;ABN;Vendedor;;;;
12:55:48.733;Agora;2.514,30;2;Ideal;Vendedor;;;;
12:51:11.984;Ideal;2.514,60;2;Agora;Comprador;;;;
12:50:27.138;Agora;2.512,60;1;XP;Vendedor;;;;
12:45:44.076;Agora;2.513,70;1;Agora;Vendedor;;;;
12:45:44.076;Agora;2.513,80;2;Agora;Vendedor;;;;
12:45:44.076;UBS;2.513,80;5;Agora;Vendedor;;;;
12:45:44.076;UBS;2.513,80;5;Agora;Vendedor;;;;
12:45:09.679;Agora;2.514,30;2;Ideal;Vendedor;;;;
12:42:54.536;Ideal;2.515,50;1;Agora;Comprador;;;;
12:42:54.536;ABN;2.515,40;2;Agora;Comprador;;;;
12:41:36.367;Agora;2.514,80;2;Agora;Comprador;;;;
12:41:36.367;Agora;2.514,70;3;XP;Comprador;;;;
12:41:36.367;Agora;2.514,70;1;Agora;Comprador;;;;
12:41:36.367;Agora;2.514,70;1;Agora;Comprador;;;;
12:40:34.378;UBS;2.512,50;2;Agora;Vendedor;;;;
12:40:34.378;UBS;2.512,50;2;Agora;Vendedor;;;;
12:40:34.369;UBS;2.512,40;1;Agora;Vendedor;;;;
12:40:34.369;UBS;2.512,40;1;Agora;Vendedor;;;;
12:40:34.362;ABN;2.512,40;10;UBS;Comprador;;;;
12:40:34.362;ABN;2.512,40;2;Agora;Comprador;;;;
12:40:13.852;Agora;2.511,90;2;ABN;Vendedor;;;;
12:40:13.852;Agora;2.512,00;2;ABN;Vendedor;;;;
12:39:32.049;Agora;2.510,70;2;Agora;Vendedor;;;;
12:39:32.049;Agora;2.510,80;2;Ideal;Vendedor;;;;
12:39:32.049;Agora;2.510,80;10;Ideal;Vendedor;;;;
12:39:04.902;Ideal;2.512,90;1;Agora;Comprador;;;;
12:39:04.902;Ideal;2.512,90;2;BTG;Comprador;;;;
12:39:04.893;Ideal;2.511,90;1;BGC Liquidez;Comprador;;;;
12:39:04.875;Ideal;2.511,80;1;Agora;Comprador;;;;
12:39:04.871;Agora;2.510,60;1;Agora;Comprador;;;;
12:39:04.871;Agora;2.510,50;1;Agora;Comprador;;;;
12:39:04.871;Agora;2.510,50;1;Agora;Comprador;;;;
12:39:04.871;Ideal;2.510,40;2;Agora;Comprador;;;;
12:39:04.870;Agora;2.510,40;1;BTG;Comprador;;;;
12:38:47.233;BTG;2.511,80;1;Agora;Comprador;;;;
12:34:54.733;Agora;2.514,90;2;Ideal;Vendedor;;;;
12:34:50.219;Ideal;2.514,10;6;UBS;Comprador;;;;
12:34:50.219;Ideal;2.514,10;2;BTG;Comprador;;;;
12:34:50.219;Ideal;2.514,10;2;Agora;Comprador;;;;
12:33:57.450;Ideal;2.513,60;2;Agora;Comprador;;;;
12:33:50.090;XP;2.512,50;1;Agora;Vendedor;;;;
12:32:36.000;Ideal;2.508,50;2;Agora;Comprador;;;;
12:32:36.000;Ideal;2.508,30;2;Agora;Comprador;;;;
12:32:30.428;Ideal;2.508,10;2;Agora;Comprador;;;;
12:32:30.427;ABN;2.508,00;10;UBS;Comprador;;;;
12:32:30.427;ABN;2.508,00;2;BTG;Comprador;;;;
12:32:30.427;ABN;2.508,00;1;Agora;Comprador;;;;
12:32:30.427;Agora;2.508,00;1;Agora;Comprador;;;;
12:32:30.423;Agora;2.507,30;2;Agora;Comprador;;;;
12:32:30.423;Agora;2.507,20;1;BGC Liquidez;Comprador;;;;
12:32:30.423;Agora;2.507,20;2;Agora;Comprador;;;;
12:32:29.535;Agora;2.505,50;1;ABN;Vendedor;;;;
12:32:29.157;ABN;2.506,80;5;UBS;Vendedor;;;;
12:32:29.039;ABN;2.507,00;4;UBS;Vendedor;;;;
12:32:29.039;BTG;2.507,00;2;UBS;Vendedor;;;;
12:32:29.039;ABN;2.507,00;3;UBS;Vendedor;;;;
12:32:29.039;ABN;2.507,00;7;BTG;Vendedor;;;;
12:32:29.038;BTG;2.507,10;1;UBS;Vendedor;;;;
12:32:29.038;ABN;2.507,10;8;UBS;Vendedor;;;;
12:32:29.038;ABN;2.507,10;2;UBS;Vendedor;;;;
12:32:29.038;ABN;2.507,10;10;UBS;Vendedor;;;;
12:32:28.920;BTG;2.507,20;1;ABN;Vendedor;;;;
12:32:28.390;BTG;2.507,20;1;Ideal;Vendedor;;;;
12:32:28.239;BTG;2.507,30;1;Agora;Vendedor;;;;
12:32:28.239;BTG;2.507,40;1;Agora;Vendedor;;;;
12:32:28.179;BTG;2.507,40;1;Agora;Vendedor;;;;
12:32:28.170;BTG;2.507,80;1;Agora;Vendedor;;;;
12:32:28.169;BTG;2.507,80;1;Agora;Vendedor;;;;
12:32:28.166;BTG;2.507,90;1;Agora;Vendedor;;;;
12:32:28.151;BTG;2.508,00;2;Ideal;Vendedor;;;;
12:32:28.151;BTG;2.508,10;1;ABN;Vendedor;;;;
12:32:28.151;UBS;2.508,10;10;ABN;Vendedor;;;;
12:32:28.023;UBS;2.509,00;1;BTG;Comprador;;;;
12:32:28.021;Ideal;2.508,90;1;BTG;Comprador;;;;
12:32:28.021;Ideal;2.508,90;1;Agora;Comprador;;;;
12:32:28.021;ABN;2.508,90;1;Agora;Comprador;;;;
12:32:28.021;ABN;2.508,80;2;BTG;Comprador;;;;
12:32:28.021;ABN;2.508,80;2;Agora;Comprador;;;;
12:32:28.018;UBS;2.508,70;4;ABN;Comprador;;;;
12:32:28.018;UBS;2.508,70;10;Agora;Comprador;;;;
12:32:28.018;UBS;2.508,70;2;Agora;Comprador;;;;
12:32:28.018;UBS;2.508,60;2;ABN;Comprador;;;;
12:32:28.018;UBS;2.508,60;8;ABN;Comprador;;;;
12:32:27.989;Ideal;2.508,20;2;BTG;Vendedor;;;;
12:32:27.989;Ideal;2.508,20;2;UBS;Vendedor;;;;
12:32:27.961;Ideal;2.507,70;2;Agora;Comprador;;;;
12:32:27.944;ABN;2.507,50;2;Agora;Comprador;;;;
12:32:27.944;Ideal;2.507,30;2;Agora;Comprador;;;;
12:32:27.944;ABN;2.507,20;2;Agora;Comprador;;;;
12:32:27.935;Ideal;2.507,00;2;Agora;Comprador;;;;
12:32:27.931;ABN;2.506,40;1;BGC Liquidez;Comprador;;;;
12:32:27.931;ABN;2.506,40;10;UBS;Comprador;;;;
12:32:27.931;ABN;2.506,40;2;Agora;Comprador;;;;
12:32:27.919;Agora;2.505,50;1;Agora;Comprador;;;;
12:32:27.919;Agora;2.505,40;2;Agora;Comprador;;;;
12:32:27.919;Agora;2.505,30;2;UBS;Comprador;;;;
12:32:27.919;Agora;2.505,30;2;Agora;Comprador;;;;
12:31:57.069;Inter;2.505,70;1;Ideal;Comprador;;;;
12:30:00.340;ABN;2.506,50;2;Agora;Comprador;;;;
12:30:00.340;ABN;2.506,40;2;Agora;Comprador;;;;
12:30:00.340;Agora;2.506,40;1;UBS;Comprador;;;;
12:30:00.340;Agora;2.506,40;2;UBS;Comprador;;;;
12:30:00.340;Agora;2.506,40;2;Agora;Comprador;;;;
12:24:04.613;Agora;2.508,20;2;Ideal;Vendedor;;;;
12:24:04.613;Agora;2.508,30;1;Ideal;Vendedor;;;;
12:24:04.613;Agora;2.508,30;1;Agora;Vendedor;;;;
12:24:04.612;UBS;2.508,30;1;Agora;Vendedor;;;;
12:24:04.612;UBS;2.508,30;1;Agora;Vendedor;;;;
12:24:04.612;UBS;2.508,30;1;Agora;Vendedor;;;;
12:24:04.612;UBS;2.508,30;1;Agora;Vendedor;;;;
12:24:04.612;Agora;2.508,40;2;ABN;Vendedor;;;;
12:24:04.612;BTG;2.508,40;2;ABN;Vendedor;;;;
12:21:56.873;XP;2.511,10;7;ABN;Comprador;;;;
12:21:56.873;XP;2.511,10;1;Inter;Comprador;;;;
12:21:56.873;XP;2.511,10;2;Agora;Comprador;;;;
12:19:04.289;ABN;2.511,40;1;Inter;Comprador;;;;
12:17:52.867;Agora;2.511,70;2;ABN;Vendedor;;;;
12:17:52.867;Agora;2.511,80;2;ABN;Vendedor;;;;
12:17:52.866;BTG;2.511,90;2;ABN;Vendedor;;;;
12:17:52.866;Agora;2.511,90;2;ABN;Vendedor;;;;
12:17:52.866;Agora;2.512,00;2;Agora;Vendedor;;;;
12:17:32.102;Agora;2.514,20;1;Inter;Comprador;;;;
12:17:05.363;Agora;2.512,80;2;Agora;Comprador;;;;
12:11:07.110;BGC Liquidez;2.509,30;1;UBS;Vendedor;;;;
12:11:06.775;BGC Liquidez;2.510,00;1;ABN;Vendedor;;;;
12:11:04.929;Agora;2.510,70;2;Ideal;Vendedor;;;;
12:11:04.929;BGC Liquidez;2.510,70;1;Ideal;Vendedor;;;;
12:09:51.987;Agora;2.511,60;2;Agora;Vendedor;;;;
12:09:51.987;BGC Liquidez;2.511,70;1;Agora;Vendedor;;;;
12:09:51.987;Agora;2.511,70;2;Agora;Vendedor;;;;
12:09:41.428;Agora;2.513,20;1;Ideal;Vendedor;;;;
12:08:55.185;BGC Liquidez;2.513,80;1;Agora;Vendedor;;;;
12:08:55.185;Agora;2.513,80;2;Agora;Vendedor;;;;
12:08:43.388;BGC Liquidez;2.513,70;1;Agora;Vendedor;;;;
12:08:33.889;BGC Liquidez;2.512,80;1;Agora;Vendedor;;;;
12:08:33.186;BGC Liquidez;2.513,10;1;UBS;Vendedor;;;;
12:08:33.170;BTG;2.512,80;1;Ideal;Vendedor;;;;
12:08:21.154;Agora;2.512,70;2;UBS;Comprador;;;;
12:08:21.154;Agora;2.512,70;2;Agora;Comprador;;;;
12:08:13.672;BGC Liquidez;2.512,10;1;Agora;Vendedor;;;;
12:07:55.815;Agora;2.512,20;1;Agora;Vendedor;;;;
12:07:55.815;Agora;2.512,20;1;Agora;Vendedor;;;;
12:07:55.815;BGC Liquidez;2.512,20;1;Agora;Vendedor;;;;
12:07:30.900;Agora;2.512,80;2;Agora;Comprador;;;;
12:07:30.899;Agora;2.512,70;1;UBS;Comprador;;;;
12:07:30.899;Agora;2.512,70;2;Agora;Comprador;;;;
12:07:24.707;Agora;2.512,10;1;XP;Vendedor;;;;
12:07:24.707;Agora;2.512,20;2;XP;Vendedor;;;;
12:07:24.707;Agora;2.512,30;2;XP;Vendedor;;;;
12:07:24.707;Agora;2.512,40;2;XP;Vendedor;;;;
12:07:24.707;Agora;2.512,50;2;XP;Vendedor;;;;
12:07:24.707;BGC Liquidez;2.512,50;1;XP;Vendedor;;;;
12:06:46.270;Agora;2.513,70;2;ABN;Vendedor;;;;
12:06:46.270;BTG;2.513,70;1;ABN;Vendedor;;;;
12:06:46.270;Agora;2.513,80;2;ABN;Vendedor;;;;
12:06:46.269;BGC Liquidez;2.514,20;1;ABN;Vendedor;;;;
12:06:46.269;Agora;2.514,20;2;ABN;Vendedor;;;;
12:06:46.268;Agora;2.514,30;2;ABN;Vendedor;;;;
12:06:43.558;BGC Liquidez;2.515,00;1;Agora;Vendedor;;;;
12:06:43.558;Agora;2.515,00;2;Agora;Vendedor;;;;
12:06:28.973;ABN;2.515,60;1;BGC Liquidez;Comprador;;;;
12:06:28.973;Ideal;2.515,60;2;Agora;Comprador;;;;
12:06:27.573;ABN;2.514,80;2;Agora;Comprador;;;;
12:06:27.573;ABN;2.514,80;1;BGC Liquidez;Comprador;;;;
12:06:20.450;Ideal;2.513,20;1;BGC Liquidez;Comprador;;;;
12:06:20.450;Ideal;2.513,20;2;Agora;Comprador;;;;
12:06:11.993;Ideal;2.513,70;2;Agora;Comprador;;;;
12:06:11.993;Ideal;2.513,70;1;BGC Liquidez;Comprador;;;;
12:06:06.648;ABN;2.513,50;2;Agora;Comprador;;;;
12:06:06.648;ABN;2.513,50;1;BGC Liquidez;Comprador;;;;
12:06:04.680;Agora;2.513,20;1;BGC Liquidez;Comprador;;;;
12:05:52.610;BGC Liquidez;2.510,40;1;Agora;Vendedor;;;;
12:05:50.930;ABN;2.510,90;2;Agora;Comprador;;;;
12:05:50.930;ABN;2.510,80;2;Agora;Comprador;;;;
12:05:50.928;ABN;2.510,50;2;Agora;Comprador;;;;
12:05:50.928;ABN;2.510,50;1;BGC Liquidez;Comprador;;;;
12:05:45.242;Ideal;2.512,30;2;Agora;Comprador;;;;
12:05:45.242;Ideal;2.512,30;1;BGC Liquidez;Comprador;;;;
12:05:44.432;Agora;2.511,50;1;Agora;Comprador;;;;
12:05:43.689;BTG;2.512,40;1;Ideal;Vendedor;;;;
12:05:43.689;BTG;2.512,40;1;UBS;Vendedor;;;;
12:05:43.562;Agora;2.511,60;1;BTG;Comprador;;;;
12:05:43.562;Agora;2.511,40;1;BTG;Comprador;;;;
12:05:43.562;Agora;2.511,20;1;BTG;Comprador;;;;
12:05:43.562;Agora;2.511,10;1;BGC Liquidez;Comprador;;;;
12:05:43.276;Ideal;2.510,20;1;BGC Liquidez;Comprador;;;;
12:05:43.012;Ideal;2.510,40;2;Agora;Comprador;;;;
12:05:43.012;Ideal;2.510,30;7;UBS;Comprador;;;;
12:05:43.012;Ideal;2.510,30;3;UBS;Comprador;;;;
12:05:42.893;Ideal;2.510,10;1;BTG;Vendedor;;;;
12:05:42.891;Agora;2.510,10;1;BGC Liquidez;Comprador;;;;
12:05:42.833;BTG;2.509,10;1;Agora;Vendedor;;;;
12:05:42.833;BTG;2.509,20;1;Agora;Vendedor;;;;
12:05:42.833;BTG;2.509,30;1;Agora;Vendedor;;;;
12:05:42.815;Ideal;2.509,70;1;UBS;Comprador;;;;
12:05:42.673;BTG;2.507,90;1;Agora;Vendedor;;;;
12:05:42.672;BTG;2.508,00;1;Ideal;Vendedor;;;;
12:05:42.657;BTG;2.508,30;1;Agora;Vendedor;;;;
12:05:42.657;BTG;2.508,40;1;Agora;Vendedor;;;;
12:05:42.600;ABN;2.509,20;2;Agora;Comprador;;;;
12:05:42.600;ABN;2.509,10;2;Agora;Comprador;;;;
12:05:42.595;ABN;2.507,90;1;BGC Liquidez;Comprador;;;;
12:05:42.595;ABN;2.507,90;2;Agora;Comprador;;;;
12:05:40.472;Ideal;2.509,50;1;BTG;Comprador;;;;
12:05:40.472;Ideal;2.509,40;2;BTG;Comprador;;;;
12:05:40.427;BTG;2.507,90;1;Ideal;Vendedor;;;;
12:05:40.427;BTG;2.508,00;2;Ideal;Vendedor;;;;
12:05:40.427;UBS;2.508,00;8;Ideal;Vendedor;;;;
12:05:40.376;Ideal;2.509,00;2;BTG;Comprador;;;;
12:05:40.366;Ideal;2.508,50;1;BTG;Comprador;;;;
12:05:40.335;Ideal;2.506,80;1;BGC Liquidez;Comprador;;;;
12:05:39.655;Ideal;2.504,40;1;Ideal;Comprador;;;;
12:05:39.654;UBS;2.504,30;1;Ideal;Vendedor;;;;
12:05:39.654;UBS;2.504,30;1;Ideal;Vendedor;;;;
12:05:39.653;UBS;2.504,80;2;Agora;Comprador;;;;
12:05:39.653;UBS;2.504,80;1;Ideal;Comprador;;;;
12:05:39.653;Ideal;2.504,80;1;Agora;Comprador;;;;
12:05:39.653;UBS;2.504,80;1;Agora;Comprador;;;;
12:05:39.652;ABN;2.505,20;2;Agora;Comprador;;;;
12:05:39.652;UBS;2.505,20;9;Ideal;Comprador;;;;
12:05:39.652;UBS;2.505,10;1;Ideal;Comprador;;;;
12:05:39.651;UBS;2.505,20;7;Ideal;Vendedor;;;;
