Data;Compradora;Valor;Quantidade;Vendedora;Agressor;Total (USD);Agente Agressor;Núm;Var
12:05:39.651;UBS;2.505,20;1;Ideal;Vendedor;;;;
12:05:39.651;ABN;2.506,00;2;Agora;Comprador;;;;
12:05:39.651;UBS;2.505,20;2;Agora;Vendedor;;;;
12:05:39.651;Ideal;2.505,80;2;ABN;Comprador;;;;
12:05:39.651;ABN;2.505,70;1;BTG;Comprador;;;;
12:05:39.651;ABN;2.505,70;2;Agora;Comprador;;;;
12:05:39.651;ABN;2.505,60;2;Agora;Comprador;;;;
12:05:39.650;Ideal;2.505,30;1;BGC Liquidez;Comprador;;;;
12:05:39.650;Ideal;2.505,30;2;Agora;Comprador;;;;
12:05:39.649;ABN;2.505,20;2;Agora;Comprador;;;;
12:05:39.649;ABN;2.505,20;10;UBS;Comprador;;;;
12:05:24.336;Ideal;2.504,10;2;Agora;Comprador;;;;
12:04:33.700;Ideal;2.506,10;1;Agora;Comprador;;;;
12:04:33.700;Ideal;2.506,30;1;Agora;Vendedor;;;;
12:04:33.700;ABN;2.506,00;1;Agora;Comprador;;;;
12:04:33.700;Ideal;2.506,00;1;Agora;Vendedor;;;;
12:04:33.700;Agora;2.506,20;2;Agora;Comprador;;;;
12:04:33.700;Agora;2.506,10;2;Agora;Comprador;;;;
12:04:33.700;ABN;2.506,00;9;UBS;Comprador;;;;
12:04:33.700;ABN;2.506,00;1;Agora;Comprador;;;;
12:04:33.699;Ideal;2.506,00;1;Agora;Comprador;;;;
12:04:33.699;Ideal;2.506,00;1;BTG;Comprador;;;;
12:02:14.178;Agora;2.504,30;2;Agora;Vendedor;;;;
12:02:14.178;Agora;2.504,40;1;Agora;Vendedor;;;;
12:02:14.177;Agora;2.504,40;1;Agora;Vendedor;;;;
12:00:06.686;UBS;2.506,20;9;BTG;Vendedor;;;;
12:00:04.113;UBS;2.506,70;3;Ideal;Vendedor;;;;
12:00:02.612;UBS;2.506,30;10;BTG;Vendedor;;;;
12:00:02.569;UBS;2.506,40;1;Agora;Comprador;;;;
12:00:02.569;UBS;2.506,40;10;BTG;Vendedor;;;;
12:00:01.008;Ideal;2.506,80;1;BTG;Comprador;;;;
12:00:01.008;Ideal;2.506,70;1;BTG;Comprador;;;;
12:00:00.991;BTG;2.506,40;1;ABN;Comprador;;;;
12:00:00.991;BTG;2.506,40;4;ABN;Comprador;;;;
12:00:00.990;BTG;2.508,00;6;Agora;Comprador;;;;
12:00:00.990;BTG;2.508,00;2;BTG;Comprador;;;;
12:00:00.990;BTG;2.508,00;2;Agora;Comprador;;;;
12:00:00.990;BTG;2.507,90;2;Agora;Comprador;;;;
12:00:00.990;BTG;2.507,80;2;Agora;Comprador;;;;
12:00:00.990;BTG;2.507,80;2;BTG;Comprador;;;;
12:00:00.990;BTG;2.507,70;2;Agora;Comprador;;;;
12:00:00.990;BTG;2.507,50;5;ABN;Comprador;;;;
12:00:00.990;BTG;2.507,50;10;Agora;Comprador;;;;
12:00:00.990;BTG;2.507,40;1;BTG;Comprador;;;;
12:00:00.990;BTG;2.506,40;2;BTG;Comprador;;;;
12:00:00.990;BTG;2.506,30;1;ABN;Comprador;;;;
12:00:00.990;BTG;2.507,00;10;Agora;Comprador;;;;
12:00:00.990;BTG;2.506,50;1;BTG;Comprador;;;;
12:00:00.990;BTG;2.506,50;10;Agora;Comprador;;;;
12:00:00.990;BTG;2.506,40;1;ABN;Comprador;;;;
12:00:00.990;BTG;2.506,40;1;BTG;Comprador;;;;
12:00:00.990;BTG;2.504,10;1;ABN;Comprador;;;;
12:00:00.989;BTG;2.504,10;9;ABN;Comprador;;;;
12:00:00.989;BTG;2.503,90;1;BTG;Comprador;;;;
12:00:00.989;UBS;2.504,00;8;ABN;Comprador;;;;
12:00:00.989;UBS;2.504,00;1;ABN;Comprador;;;;
12:00:00.989;UBS;2.504,00;1;ABN;Comprador;;;;
12:00:00.989;Agora;2.498,00;10;UBS;Comprador;;;;
12:00:00.966;BTG;2.504,20;1;Ideal;Comprador;;;;
12:00:00.952;Ideal;2.505,00;6;UBS;Comprador;;;;
12:00:00.952;Agora;2.505,00;2;UBS;Comprador;;;;
12:00:00.952;Ideal;2.505,80;9;UBS;Vendedor;;;;
12:00:00.952;Ideal;2.505,80;3;UBS;Comprador;;;;
12:00:00.951;Ideal;2.505,80;1;UBS;Comprador;;;;
12:00:00.951;Agora;2.505,80;6;UBS;Comprador;;;;
12:00:00.951;UBS;2.505,50;10;Ideal;Vendedor;;;;
12:00:00.951;ABN;2.504,70;1;BTG;Vendedor;;;;
12:00:00.951;ABN;2.504,70;9;BTG;Vendedor;;;;
12:00:00.951;ABN;2.504,70;1;BTG;Vendedor;;;;
12:00:00.951;UBS;2.505,10;1;BTG;Vendedor;;;;
12:00:00.951;UBS;2.505,10;9;BTG;Vendedor;;;;
12:00:00.950;Ideal;2.496,80;2;UBS;Comprador;;;;
12:00:00.950;Ideal;2.496,60;10;UBS;Comprador;;;;
12:00:00.949;ABN;2.504,90;10;BTG;Vendedor;;;;
12:00:00.949;UBS;2.504,90;10;Ideal;Vendedor;;;;
12:00:00.949;Ideal;2.505,10;9;UBS;Comprador;;;;
12:00:00.949;Ideal;2.505,10;1;UBS;Comprador;;;;
12:00:00.949;Ideal;2.506,60;2;BTG;Comprador;;;;
12:00:00.949;Ideal;2.506,50;1;BTG;Comprador;;;;
12:00:00.949;Ideal;2.506,30;2;BTG;Comprador;;;;
12:00:00.948;ABN;2.505,20;10;UBS;Vendedor;;;;
12:00:00.947;Ideal;2.506,00;2;BTG;Comprador;;;;
12:00:00.946;Ideal;2.506,50;7;UBS;Comprador;;;;
12:00:00.946;BTG;2.504,20;1;Agora;Vendedor;;;;
12:00:00.946;BTG;2.504,30;2;Agora;Vendedor;;;;
12:00:00.946;BTG;2.504,30;1;Agora;Vendedor;;;;
12:00:00.946;BTG;2.504,40;1;Agora;Vendedor;;;;
12:00:00.946;BTG;2.504,40;1;Agora;Vendedor;;;;
12:00:00.946;BTG;2.504,50;1;Agora;Vendedor;;;;
12:00:00.946;BTG;2.504,50;1;Agora;Vendedor;;;;
12:00:00.946;Agora;2.504,60;2;Agora;Vendedor;;;;
12:00:00.946;BTG;2.504,60;1;Agora;Vendedor;;;;
12:00:00.946;BTG;2.504,60;1;Agora;Vendedor;;;;
12:00:00.946;Agora;2.504,70;2;Agora;Vendedor;;;;
12:00:00.946;BTG;2.504,70;1;Agora;Vendedor;;;;
12:00:00.946;BTG;2.504,70;1;Agora;Vendedor;;;;
12:00:00.946;Agora;2.504,80;2;Agora;Vendedor;;;;
12:00:00.946;BTG;2.504,80;1;Agora;Vendedor;;;;
12:00:00.946;Agora;2.504,90;2;Agora;Vendedor;;;;
12:00:00.946;BTG;2.504,90;1;Agora;Vendedor;;;;
12:00:00.945;Agora;2.505,00;2;Agora;Vendedor;;;;
12:00:00.945;BTG;2.505,00;1;Agora;Vendedor;;;;
12:00:00.945;Agora;2.505,10;2;Agora;Vendedor;;;;
12:00:00.945;BTG;2.505,10;1;Agora;Vendedor;;;;
12:00:00.945;Agora;2.505,20;2;Agora;Vendedor;;;;
12:00:00.945;BTG;2.505,20;1;Agora;Vendedor;;;;
12:00:00.945;Agora;2.505,30;2;Agora;Vendedor;;;;
12:00:00.945;BTG;2.505,30;1;Agora;Vendedor;;;;
12:00:00.945;Agora;2.505,40;2;Agora;Vendedor;;;;
12:00:00.945;BTG;2.505,40;2;Agora;Vendedor;;;;
12:00:00.945;Agora;2.505,50;2;Agora;Vendedor;;;;
12:00:00.945;BTG;2.505,50;1;Agora;Vendedor;;;;
12:00:00.945;Agora;2.505,60;2;Agora;Vendedor;;;;
12:00:00.945;BTG;2.505,60;2;Agora;Vendedor;;;;
12:00:00.945;Agora;2.505,70;2;Agora;Vendedor;;;;
12:00:00.945;BTG;2.505,70;1;Agora;Vendedor;;;;
12:00:00.945;Agora;2.505,80;2;Agora;Vendedor;;;;
12:00:00.945;BTG;2.505,80;2;Agora;Vendedor;;;;
12:00:00.945;Agora;2.505,90;2;Agora;Vendedor;;;;
12:00:00.945;Agora;2.506,00;2;Agora;Vendedor;;;;
12:00:00.945;Agora;2.506,30;2;ABN;Vendedor;;;;
12:00:00.945;Agora;2.506,40;2;UBS;Vendedor;;;;
12:00:00.944;Agora;2.506,50;2;Ideal;Vendedor;;;;
12:00:00.944;BTG;2.506,50;1;Ideal;Vendedor;;;;
12:00:00.944;Agora;2.506,60;1;Ideal;Vendedor;;;;
12:00:00.944;Agora;2.506,60;1;Ideal;Vendedor;;;;
12:00:00.944;UBS;2.506,60;9;Ideal;Vendedor;;;;
12:00:00.944;UBS;2.506,60;1;Ideal;Vendedor;;;;
11:58:58.205;Agora;2.508,90;1;Agora;Vendedor;;;;
11:58:58.205;BGC Liquidez;2.509,00;1;Agora;Vendedor;;;;
11:58:58.205;Agora;2.509,00;1;Agora;Vendedor;;;;
11:58:58.205;Agora;2.509,00;1;Agora;Vendedor;;;;
11:58:54.027;Agora;2.509,70;2;ABN;Vendedor;;;;
11:56:15.278;Ideal;2.507,50;2;Agora;Comprador;;;;
11:56:15.278;Ideal;2.507,40;1;BGC Liquidez;Comprador;;;;
11:56:15.278;Ideal;2.507,40;2;BTG;Comprador;;;;
11:56:15.278;Ideal;2.507,40;1;Agora;Comprador;;;;
11:56:15.277;Ideal;2.507,40;1;Agora;Comprador;;;;
11:55:59.892;BTG;2.507,20;1;Agora;Vendedor;;;;
11:55:59.892;BTG;2.507,30;1;Agora;Vendedor;;;;
11:55:59.892;Agora;2.507,30;2;Agora;Vendedor;;;;
11:55:44.547;UBS;2.506,90;1;Ideal;Comprador;;;;
11:55:44.461;Agora;2.507,40;2;ABN;Vendedor;;;;
11:55:44.452;Agora;2.507,80;2;Ideal;Vendedor;;;;
11:55:44.451;Agora;2.507,90;2;Ideal;Vendedor;;;;
11:55:44.451;Agora;2.508,00;2;Ideal;Vendedor;;;;
11:55:44.451;UBS;2.508,00;10;Ideal;Vendedor;;;;
11:55:44.449;Agora;2.508,40;1;Ideal;Vendedor;;;;
11:55:44.448;Agora;2.507,80;2;Ideal;Vendedor;;;;
11:55:44.447;Agora;2.508,20;1;Ideal;Vendedor;;;;
11:55:44.447;UBS;2.508,70;6;Ideal;Comprador;;;;
11:55:44.447;UBS;2.508,70;1;Ideal;Comprador;;;;
11:55:44.447;UBS;2.508,50;5;Ideal;Vendedor;;;;
11:55:44.447;Agora;2.508,50;2;Ideal;Vendedor;;;;
11:55:44.446;BGC Liquidez;2.509,20;1;Ideal;Vendedor;;;;
11:55:44.446;Agora;2.509,20;1;Ideal;Vendedor;;;;
11:55:44.446;Agora;2.509,20;1;Ideal;Vendedor;;;;
11:55:44.444;UBS;2.509,70;3;Ideal;Vendedor;;;;
11:55:44.444;UBS;2.509,70;1;Ideal;Vendedor;;;;
11:55:14.235;BTG;2.512,80;1;ABN;Comprador;;;;
11:55:14.235;BTG;2.512,80;2;Agora;Comprador;;;;
11:55:14.235;BTG;2.512,70;2;BTG;Comprador;;;;
11:55:14.235;BTG;2.512,70;2;Agora;Comprador;;;;
11:55:14.235;BTG;2.512,60;10;UBS;Comprador;;;;
11:55:14.235;BTG;2.512,60;1;BTG;Comprador;;;;
11:55:14.235;BTG;2.512,60;2;Agora;Comprador;;;;
11:55:14.235;BTG;2.512,50;5;ABN;Comprador;;;;
11:55:14.235;BTG;2.512,50;2;Agora;Comprador;;;;
11:55:14.235;BTG;2.512,40;10;ABN;Comprador;;;;
11:55:14.235;BTG;2.512,40;1;BGC Liquidez;Comprador;;;;
11:55:14.235;BTG;2.512,40;2;Agora;Comprador;;;;
11:55:01.553;BGC Liquidez;2.511,50;1;Ideal;Vendedor;;;;
11:55:01.553;Agora;2.511,50;2;Ideal;Vendedor;;;;
11:54:32.720;ABN;2.508,90;1;BGC Liquidez;Comprador;;;;
11:54:32.720;ABN;2.508,90;2;Agora;Comprador;;;;
11:52:14.644;Inter;2.511,20;1;ABN;Comprador;;;;
11:49:38.773;Ideal;2.513,80;1;Inter;Comprador;;;;
11:49:21.980;ABN;2.511,80;2;Agora;Comprador;;;;
11:49:21.979;Agora;2.511,70;2;BTG;Comprador;;;;
11:49:21.979;Agora;2.511,70;2;Agora;Comprador;;;;
11:46:02.549;Ideal;2.513,50;2;Agora;Comprador;;;;
11:46:02.549;Ideal;2.513,50;4;UBS;Comprador;;;;
11:46:02.549;Agora;2.513,50;1;UBS;Comprador;;;;
11:46:02.549;Ideal;2.513,50;3;UBS;Comprador;;;;
11:46:02.549;Agora;2.513,50;2;UBS;Comprador;;;;
11:46:02.273;Agora;2.512,80;1;Agora;Comprador;;;;
11:45:59.888;Ideal;2.513,60;2;Agora;Comprador;;;;
11:45:49.889;Ideal;2.512,50;2;Agora;Comprador;;;;
11:45:49.888;Ideal;2.512,40;2;Agora;Comprador;;;;
11:42:20.434;XP;2.505,50;4;UBS;Comprador;;;;
11:41:48.120;Agora;2.503,30;2;Ideal;Vendedor;;;;
11:41:48.120;BTG;2.503,30;2;Ideal;Vendedor;;;;
11:40:20.759;Inter;2.505,30;1;Agora;Comprador;;;;
11:38:38.241;UBS;2.506,40;1;Ideal;Vendedor;;;;
11:38:38.241;BTG;2.506,40;1;Ideal;Vendedor;;;;
11:38:38.241;BTG;2.506,40;1;Ideal;Vendedor;;;;
11:38:38.241;Agora;2.506,40;2;Ideal;Vendedor;;;;
11:38:36.107;Agora;2.507,80;2;Ideal;Vendedor;;;;
11:38:36.107;BGC Liquidez;2.507,80;1;Ideal;Vendedor;;;;
11:37:46.256;Agora;2.509,70;2;ABN;Vendedor;;;;
11:37:46.256;Agora;2.509,80;2;ABN;Vendedor;;;;
11:37:46.256;Agora;2.509,90;2;Agora;Vendedor;;;;
11:37:46.256;BTG;2.509,90;1;Agora;Vendedor;;;;
11:37:46.256;Agora;2.510,00;1;Agora;Vendedor;;;;
11:37:46.256;Agora;2.510,00;1;Agora;Vendedor;;;;
11:37:46.256;BTG;2.510,00;1;Agora;Vendedor;;;;
11:37:46.255;BTG;2.510,00;1;Agora;Vendedor;;;;
11:34:32.923;ABN;2.518,50;10;BTG;Vendedor;;;;
11:34:17.807;ABN;2.518,10;1;BGC Liquidez;Comprador;;;;
11:34:17.807;ABN;2.518,10;2;Agora;Comprador;;;;
11:33:55.778;Agora;2.516,40;2;ABN;Vendedor;;;;
11:32:04.751;ABN;2.517,20;8;BTG;Vendedor;;;;
11:32:04.751;Agora;2.517,20;2;BTG;Vendedor;;;;
11:32:03.919;UBS;2.517,20;10;BTG;Vendedor;;;;
11:32:03.121;ABN;2.517,90;7;BTG;Vendedor;;;;
11:32:03.121;BGC Liquidez;2.517,90;1;BTG;Vendedor;;;;
11:32:03.121;Agora;2.517,90;2;BTG;Vendedor;;;;
11:31:36.822;Ideal;2.517,90;1;BTG;Comprador;;;;
11:31:36.822;Ideal;2.517,90;2;Agora;Comprador;;;;
11:31:34.696;UBS;2.517,20;2;Agora;Comprador;;;;
11:31:34.696;Ideal;2.517,10;1;BGC Liquidez;Comprador;;;;
11:31:34.696;Ideal;2.517,10;2;Agora;Comprador;;;;
11:31:34.695;Ideal;2.516,60;2;Agora;Comprador;;;;
11:31:34.695;Ideal;2.516,50;2;Agora;Comprador;;;;
11:31:32.646;Ideal;2.516,30;2;Agora;Comprador;;;;
11:31:32.646;Ideal;2.516,20;2;Agora;Comprador;;;;
11:31:32.645;Ideal;2.516,10;2;Agora;Comprador;;;;
11:31:32.645;Ideal;2.516,00;1;BTG;Comprador;;;;
11:31:32.645;Ideal;2.516,00;2;Agora;Comprador;;;;
11:31:02.758;Ideal;2.515,50;1;BTG;Comprador;;;;
11:31:02.758;Ideal;2.515,50;2;Agora;Comprador;;;;
11:30:59.766;Agora;2.514,00;1;Agora;Vendedor;;;;
11:30:59.766;Agora;2.514,00;1;Agora;Vendedor;;;;
11:30:59.766;BGC Liquidez;2.514,00;1;Agora;Vendedor;;;;
11:30:56.332;Ideal;2.514,20;1;BGC Liquidez;Comprador;;;;
11:30:56.332;Ideal;2.514,20;2;Agora;Comprador;;;;
11:30:56.219;Ideal;2.513,50;1;Agora;Vendedor;;;;
11:30:56.219;Ideal;2.513,50;1;Agora;Vendedor;;;;
11:30:56.218;Ideal;2.513,50;2;Agora;Comprador;;;;
11:30:56.218;Ideal;2.513,50;1;UBS;Comprador;;;;
11:30:56.218;ABN;2.513,50;7;UBS;Comprador;;;;
11:30:56.218;Ideal;2.513,50;2;UBS;Comprador;;;;
11:29:57.840;BGC Liquidez;2.510,50;1;Agora;Vendedor;;;;
11:29:47.260;UBS;2.511,50;9;Ideal;Vendedor;;;;
11:29:47.260;UBS;2.511,50;1;Agora;Vendedor;;;;
11:29:47.260;UBS;2.511,40;1;Ideal;Comprador;;;;
11:29:47.259;ABN;2.511,50;2;Agora;Comprador;;;;
11:29:47.259;Ideal;2.511,40;2;Agora;Comprador;;;;
11:29:47.258;Agora;2.511,30;2;Agora;Comprador;;;;
11:29:47.258;Agora;2.511,30;2;BTG;Comprador;;;;
11:29:47.258;Agora;2.511,20;1;BTG;Comprador;;;;
11:29:47.258;Agora;2.511,20;2;Agora;Comprador;;;;
11:29:47.258;Agora;2.511,10;2;BTG;Comprador;;;;
11:29:47.258;Agora;2.511,10;2;Agora;Comprador;;;;
11:29:47.258;Agora;2.511,00;2;Agora;Comprador;;;;
11:29:47.258;Agora;2.510,90;1;BGC Liquidez;Comprador;;;;
11:29:47.258;Agora;2.510,90;2;Agora;Comprador;;;;
11:29:47.258;Agora;2.510,80;2;Agora;Comprador;;;;
11:29:47.258;Agora;2.510,70;2;Agora;Comprador;;;;
11:29:47.258;Ideal;2.510,60;2;Agora;Comprador;;;;
11:29:47.257;UBS;2.510,50;1;Agora;Comprador;;;;
11:29:47.256;Agora;2.510,50;1;Agora;Comprador;;;;
11:29:47.256;Agora;2.510,40;1;BTG;Comprador;;;;
11:29:47.256;Agora;2.510,40;2;Agora;Comprador;;;;
11:29:47.256;Agora;2.510,30;2;UBS;Comprador;;;;
11:29:47.256;Agora;2.510,30;1;BTG;Comprador;;;;
11:29:47.256;Agora;2.510,30;2;Agora;Comprador;;;;
11:29:47.256;Ideal;2.510,20;1;Agora;Comprador;;;;
11:29:47.256;Ideal;2.510,20;1;Agora;Comprador;;;;
11:29:47.256;Ideal;2.510,20;1;BTG;Comprador;;;;
11:28:18.307;Ideal;2.510,90;1;Agora;Comprador;;;;
11:27:59.247;Agora;2.507,50;1;Agora;Comprador;;;;
11:27:59.247;Agora;2.507,50;1;Agora;Comprador;;;;
11:26:42.422;Agora;2.501,60;5;UBS;Comprador;;;;
11:26:42.418;Agora;2.501,40;2;ABN;Vendedor;;;;
11:26:42.418;Agora;2.501,50;2;UBS;Vendedor;;;;
11:26:42.418;UBS;2.501,50;5;Agora;Vendedor;;;;
11:26:42.418;UBS;2.501,50;2;Agora;Vendedor;;;;
11:26:42.418;BTG;2.501,50;2;Agora;Vendedor;;;;
11:26:42.418;Agora;2.501,50;2;Agora;Vendedor;;;;
11:26:42.418;Agora;2.501,60;2;Agora;Vendedor;;;;
11:26:31.823;Ideal;2.503,30;2;UBS;Vendedor;;;;
11:26:31.822;Ideal;2.503,20;2;UBS;Comprador;;;;
11:26:31.822;Agora;2.503,20;4;UBS;Comprador;;;;
11:26:31.822;Agora;2.503,20;4;UBS;Comprador;;;;
11:26:31.821;BTG;2.502,70;2;Ideal;Vendedor;;;;
11:26:31.821;Agora;2.502,70;2;Ideal;Vendedor;;;;
11:26:31.821;Agora;2.502,80;2;Ideal;Vendedor;;;;
11:26:31.821;Agora;2.502,90;2;Ideal;Vendedor;;;;
11:26:31.821;Agora;2.503,00;2;Ideal;Vendedor;;;;
11:26:31.821;Agora;2.503,10;2;Ideal;Vendedor;;;;
11:26:31.821;Agora;2.503,30;2;Ideal;Vendedor;;;;
11:26:31.821;UBS;2.503,30;8;Ideal;Vendedor;;;;
11:26:31.821;UBS;2.503,30;2;Ideal;Vendedor;;;;
11:25:09.080;Agora;2.506,10;1;Ideal;Vendedor;;;;
11:25:05.041;Agora;2.507,30;2;Agora;Vendedor;;;;
11:18:30.070;Agora;2.517,80;2;Ideal;Vendedor;;;;
11:18:30.069;BTG;2.517,80;2;Agora;Vendedor;;;;
11:17:43.541;ABN;2.521,80;10;UBS;Vendedor;;;;
11:17:43.541;UBS;2.521,80;3;Agora;Vendedor;;;;
11:17:43.540;UBS;2.521,80;3;Agora;Vendedor;;;;
11:15:57.960;BGC Liquidez;2.520,90;1;Agora;Vendedor;;;;
11:14:50.660;Ideal;2.522,30;1;BGC Liquidez;Comprador;;;;
11:14:50.658;UBS;2.521,70;2;Agora;Comprador;;;;
11:14:50.657;Agora;2.521,70;2;Agora;Comprador;;;;
11:14:50.657;Agora;2.521,60;2;Agora;Comprador;;;;
11:14:50.657;Agora;2.521,60;2;BTG;Comprador;;;;
11:14:50.657;Agora;2.521,50;1;BTG;Comprador;;;;
11:14:50.657;Agora;2.521,50;2;Agora;Comprador;;;;
11:14:50.657;Ideal;2.521,30;2;Agora;Comprador;;;;
11:12:22.801;BGC Liquidez;2.518,20;1;ABN;Vendedor;;;;
11:11:41.866;ABN;2.520,50;1;BGC Liquidez;Comprador;;;;
11:11:41.866;ABN;2.520,50;2;Agora;Comprador;;;;
11:10:40.480;Agora;2.516,90;1;Agora;Vendedor;;;;
11:10:40.480;Agora;2.516,90;1;Agora;Vendedor;;;;
11:10:40.480;BTG;2.517,00;1;Ideal;Vendedor;;;;
11:08:45.005;UBS;2.513,00;2;Ideal;Vendedor;;;;
11:07:57.253;Agora;2.514,10;1;XP;Vendedor;;;;
11:06:18.939;Ideal;2.514,00;2;Agora;Comprador;;;;
11:06:18.939;Agora;2.513,80;2;Agora;Comprador;;;;
11:05:45.342;UBS;2.514,30;9;Ideal;Vendedor;;;;
11:05:45.342;Agora;2.514,30;2;Ideal;Vendedor;;;;
11:05:34.761;XP;2.516,20;1;ABN;Comprador;;;;
11:04:42.117;Agora;2.518,00;1;Agora;Comprador;;;;
11:04:42.116;Agora;2.517,90;1;BTG;Comprador;;;;
11:04:42.116;Agora;2.517,90;2;Agora;Comprador;;;;
11:04:34.365;Ideal;2.518,50;1;Agora;Comprador;;;;
11:03:28.693;Ideal;2.514,30;1;Agora;Comprador;;;;
11:03:28.693;Ideal;2.514,30;1;Agora;Comprador;;;;
11:03:28.693;Ideal;2.514,30;10;UBS;Comprador;;;;
11:03:12.709;Ideal;2.513,90;8;UBS;Comprador;;;;
11:03:12.709;Ideal;2.513,90;2;BTG;Comprador;;;;
11:03:12.709;Ideal;2.513,90;2;Agora;Comprador;;;;
11:00:22.738;Inter;2.508,60;1;UBS;Comprador;;;;
11:00:21.851;Ideal;2.509,60;2;Agora;Comprador;;;;
11:00:21.850;Ideal;2.509,60;1;Agora;Comprador;;;;
11:00:21.826;ABN;2.509,30;2;Agora;Comprador;;;;
11:00:21.826;ABN;2.509,20;2;Agora;Comprador;;;;
11:00:21.814;ABN;2.508,20;10;UBS;Comprador;;;;
11:00:21.814;ABN;2.508,20;2;Agora;Comprador;;;;
10:58:33.297;BTG;2.503,00;1;ABN;Vendedor;;;;
10:58:33.297;Agora;2.503,00;2;ABN;Vendedor;;;;
10:58:33.297;BTG;2.503,00;1;ABN;Vendedor;;;;
10:58:25.697;Ideal;2.503,20;1;UBS;Vendedor;;;;
10:58:25.689;Agora;2.503,80;1;Ideal;Vendedor;;;;
10:58:25.689;Agora;2.503,90;2;Ideal;Vendedor;;;;
10:58:25.689;UBS;2.503,90;10;ABN;Vendedor;;;;
10:57:54.739;Agora;2.503,00;2;ABN;Vendedor;;;;
10:56:44.245;Agora;2.505,40;1;Ideal;Vendedor;;;;
10:56:44.245;Agora;2.505,40;1;Ideal;Vendedor;;;;
10:56:41.691;Ideal;2.506,40;1;UBS;Vendedor;;;;
10:56:41.687;Agora;2.506,40;2;Ideal;Vendedor;;;;
10:56:41.687;Agora;2.506,50;1;Ideal;Vendedor;;;;
10:56:41.687;Agora;2.506,50;1;Ideal;Vendedor;;;;
10:56:41.687;BTG;2.506,50;1;Ideal;Vendedor;;;;
10:56:39.358;BTG;2.506,50;1;Ideal;Vendedor;;;;
10:56:39.358;Agora;2.506,50;2;Ideal;Vendedor;;;;
10:56:31.664;Agora;2.506,40;2;Ideal;Vendedor;;;;
10:56:31.664;BTG;2.506,50;1;Ideal;Vendedor;;;;
10:56:31.664;Agora;2.506,50;2;Ideal;Vendedor;;;;
10:56:23.228;Agora;2.507,70;2;Ideal;Vendedor;;;;
10:56:23.227;Agora;2.507,80;1;Ideal;Vendedor;;;;
10:56:23.227;Agora;2.507,80;1;Agora;Vendedor;;;;
10:56:23.227;BTG;2.507,80;1;Agora;Vendedor;;;;
10:56:17.651;Agora;2.507,90;2;Ideal;Vendedor;;;;
10:56:17.651;Agora;2.508,00;2;Ideal;Vendedor;;;;
10:56:17.651;BTG;2.508,10;1;Ideal;Vendedor;;;;
10:56:17.651;Agora;2.508,10;2;Ideal;Vendedor;;;;
10:55:11.051;Agora;2.510,30;1;Agora;Comprador;;;;
10:55:11.051;Agora;2.510,30;1;Agora;Comprador;;;;
10:53:35.993;Agora;2.512,00;2;Ideal;Vendedor;;;;
10:53:26.240;Agora;2.511,40;2;Ideal;Vendedor;;;;
10:53:26.240;BTG;2.511,40;1;Ideal;Vendedor;;;;
10:53:26.238;BTG;2.511,70;1;Ideal;Vendedor;;;;
10:53:07.926;Agora;2.512,00;1;Agora;Vendedor;;;;
10:53:07.926;Agora;2.512,10;2;Agora;Vendedor;;;;
10:53:07.926;BTG;2.512,10;1;Agora;Vendedor;;;;
10:52:51.237;BTG;2.511,20;1;Ideal;Vendedor;;;;
10:52:47.355;Agora;2.510,30;2;Ideal;Vendedor;;;;
10:52:47.355;Agora;2.510,40;2;Ideal;Vendedor;;;;
10:52:47.355;Agora;2.510,50;2;ABN;Vendedor;;;;
10:52:47.355;BTG;2.510,50;1;ABN;Vendedor;;;;
10:52:43.868;Agora;2.510,00;1;Ideal;Vendedor;;;;
10:52:43.868;Agora;2.510,00;1;Ideal;Vendedor;;;;
10:52:43.868;BTG;2.510,00;1;Ideal;Vendedor;;;;
10:52:43.867;BTG;2.510,00;1;Ideal;Vendedor;;;;
10:52:40.021;Agora;2.511,40;2;Ideal;Vendedor;;;;
10:52:40.020;Agora;2.511,50;2;Ideal;Vendedor;;;;
10:52:40.020;BTG;2.511,50;1;Ideal;Vendedor;;;;
10:52:30.664;ABN;2.513,10;1;Agora;Comprador;;;;
10:52:30.663;Agora;2.513,10;1;Agora;Comprador;;;;
10:52:02.391;ABN;2.514,50;2;Agora;Comprador;;;;
10:52:02.391;ABN;2.514,40;2;Agora;Comprador;;;;
10:52:02.390;Agora;2.514,00;2;Agora;Comprador;;;;
10:51:48.771;Agora;2.512,20;2;Ideal;Vendedor;;;;
10:51:48.771;Agora;2.512,30;2;Ideal;Vendedor;;;;
10:51:48.771;BTG;2.512,30;1;Ideal;Vendedor;;;;
10:51:47.425;BTG;2.512,70;1;Agora;Vendedor;;;;
10:51:47.425;Agora;2.512,70;2;Agora;Vendedor;;;;
10:51:47.425;Agora;2.512,80;2;Agora;Vendedor;;;;
10:51:47.425;BTG;2.512,80;1;Agora;Vendedor;;;;
10:50:45.244;Ideal;2.519,60;2;Agora;Comprador;;;;
10:50:27.431;Agora;2.520,80;2;ABN;Vendedor;;;;
10:50:27.431;Agora;2.520,80;1;Agora;Vendedor;;;;
10:50:27.430;Agora;2.520,80;1;Agora;Vendedor;;;;
10:50:27.430;BTG;2.520,80;1;Agora;Vendedor;;;;
10:49:23.949;Ideal;2.520,30;2;Agora;Comprador;;;;
10:49:23.949;Ideal;2.520,30;1;BTG;Comprador;;;;
